Year,Country,ISO,Region_worldbank,IncomeGroup,CPIA Rating
2009,Austria,AUT,Europe & Central Asia,High income,
2009,Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2.5
2009,Burundi,BDI,Sub-Saharan Africa,Low income,2.0
2009,Belgium,BEL,Europe & Central Asia,High income,
2009,Benin,BEN,Sub-Saharan Africa,Lower middle income,3.5
2009,Burkina Faso,BFA,Sub-Saharan Africa,Low income,3.5
2009,Bangladesh,BGD,South Asia,Lower middle income,3.0
2009,Bulgaria,BGR,Europe & Central Asia,Upper middle income,
2009,Bahrain,BHR,Middle East & North Africa,High income,
2009,"Bahamas, The",BHS,Latin America & Caribbean,High income,
2009,Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,3.0
2009,Belarus,BLR,Europe & Central Asia,Upper middle income,
2009,Belize,BLZ,Latin America & Caribbean,Lower middle income,
2009,Bermuda,BMU,North America,High income,
2009,Bolivia,BOL,Latin America & Caribbean,Lower middle income,3.5
2009,Brazil,BRA,Latin America & Caribbean,Upper middle income,
2009,Barbados,BRB,Latin America & Caribbean,High income,
2009,Brunei Darussalam,BRN,East Asia & Pacific,High income,
2009,Bhutan,BTN,South Asia,Lower middle income,4.5
2009,Botswana,BWA,Sub-Saharan Africa,Upper middle income,
2009,Central African Republic,CAF,Sub-Saharan Africa,Low income,2.5
2009,Canada,CAN,North America,High income,
2009,Switzerland,CHE,Europe & Central Asia,High income,
2009,Channel Islands,CHI,Europe & Central Asia,High income,
2009,Chile,CHL,Latin America & Caribbean,High income,
2009,China,CHN,East Asia & Pacific,Upper middle income,
2009,Cote d'Ivoire,CIV,Sub-Saharan Africa,Lower middle income,2.5
2009,Cameroon,CMR,Sub-Saharan Africa,Lower middle income,2.5
2009,"Congo, Dem. Rep.",COD,Sub-Saharan Africa,Low income,2.0
2009,"Congo, Rep.",COG,Sub-Saharan Africa,Lower middle income,2.5
2009,Colombia,COL,Latin America & Caribbean,Upper middle income,
2009,Comoros,COM,Sub-Saharan Africa,Lower middle income,2.5
2009,Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,4.5
2009,Costa Rica,CRI,Latin America & Caribbean,Upper middle income,
2009,Cuba,CUB,Latin America & Caribbean,Upper middle income,
2009,Curacao,CUW,Latin America & Caribbean,High income,
2009,Cayman Islands,CYM,Latin America & Caribbean,High income,
2009,Cyprus,CYP,Europe & Central Asia,High income,
2009,Czech Republic,CZE,Europe & Central Asia,High income,
2009,Germany,DEU,Europe & Central Asia,High income,
2009,Djibouti,DJI,Middle East & North Africa,Lower middle income,2.5
2009,Dominica,DMA,Latin America & Caribbean,Upper middle income,4.0
2009,Denmark,DNK,Europe & Central Asia,High income,
2009,Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,
2009,Algeria,DZA,Middle East & North Africa,Lower middle income,
2009,Ecuador,ECU,Latin America & Caribbean,Upper middle income,
2009,"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,
2009,Eritrea,ERI,Sub-Saharan Africa,Low income,2.0
2009,Spain,ESP,Europe & Central Asia,High income,
2009,Estonia,EST,Europe & Central Asia,High income,
2009,Ethiopia,ETH,Sub-Saharan Africa,Low income,2.5
2009,Finland,FIN,Europe & Central Asia,High income,
2009,Fiji,FJI,East Asia & Pacific,Upper middle income,
2009,France,FRA,Europe & Central Asia,High income,
2009,Faroe Islands,FRO,Europe & Central Asia,High income,
2009,"Micronesia, Fed. Sts.",FSM,East Asia & Pacific,Lower middle income,
2009,Gabon,GAB,Sub-Saharan Africa,Upper middle income,
2009,United Kingdom,GBR,Europe & Central Asia,High income,
2009,Georgia,GEO,Europe & Central Asia,Upper middle income,3.0
2009,Ghana,GHA,Sub-Saharan Africa,Lower middle income,4.0
2009,Gibraltar,GIB,Europe & Central Asia,High income,
2009,Guinea,GIN,Sub-Saharan Africa,Low income,2.0
2009,"Gambia, The",GMB,Sub-Saharan Africa,Low income,2.0
2009,Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,2.5
2009,Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,
2009,Greece,GRC,Europe & Central Asia,High income,
2009,Grenada,GRD,Latin America & Caribbean,Upper middle income,4.0
2009,Greenland,GRL,Europe & Central Asia,High income,
2009,Guatemala,GTM,Latin America & Caribbean,Upper middle income,
2009,Guam,GUM,East Asia & Pacific,High income,
2009,Guyana,GUY,Latin America & Caribbean,Upper middle income,3.0
2009,"Hong Kong SAR, China",HKG,East Asia & Pacific,High income,
2009,Honduras,HND,Latin America & Caribbean,Lower middle income,3.0
2009,Croatia,HRV,Europe & Central Asia,High income,
2009,Haiti,HTI,Latin America & Caribbean,Lower middle income,2.5
2009,Hungary,HUN,Europe & Central Asia,High income,
2009,Indonesia,IDN,East Asia & Pacific,Lower middle income,
2009,Isle of Man,IMN,Europe & Central Asia,High income,
2009,India,IND,South Asia,Lower middle income,3.5
2009,Ireland,IRL,Europe & Central Asia,High income,
2009,"Iran, Islamic Rep.",IRN,Middle East & North Africa,Lower middle income,
2009,Iraq,IRQ,Middle East & North Africa,Upper middle income,
2009,Iceland,ISL,Europe & Central Asia,High income,
2009,Israel,ISR,Middle East & North Africa,High income,
2009,Italy,ITA,Europe & Central Asia,High income,
2009,Jamaica,JAM,Latin America & Caribbean,Upper middle income,
2009,Jordan,JOR,Middle East & North Africa,Upper middle income,
2009,Japan,JPN,East Asia & Pacific,High income,
2009,Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,
2009,Kenya,KEN,Sub-Saharan Africa,Lower middle income,3.0
2009,Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,2.5
2009,Cambodia,KHM,East Asia & Pacific,Lower middle income,2.0
2009,Kiribati,KIR,East Asia & Pacific,Lower middle income,3.0
2009,St. Kitts and Nevis,KNA,Latin America & Caribbean,High income,
2009,"Korea, Rep.",KOR,East Asia & Pacific,High income,
2009,Kuwait,KWT,Middle East & North Africa,High income,
2009,Lao PDR,LAO,East Asia & Pacific,Lower middle income,2.0
2009,Lebanon,LBN,Middle East & North Africa,Upper middle income,
2009,Liberia,LBR,Sub-Saharan Africa,Low income,3.0
2009,Libya,LBY,Middle East & North Africa,Upper middle income,
2009,St. Lucia,LCA,Latin America & Caribbean,Upper middle income,4.5
2009,Liechtenstein,LIE,Europe & Central Asia,High income,
2009,Sri Lanka,LKA,South Asia,Lower middle income,3.0
2009,Lesotho,LSO,Sub-Saharan Africa,Lower middle income,3.5
2009,Lithuania,LTU,Europe & Central Asia,High income,
2009,Luxembourg,LUX,Europe & Central Asia,High income,
2009,Latvia,LVA,Europe & Central Asia,High income,
2009,"Macao SAR, China",MAC,East Asia & Pacific,High income,
2009,St. Martin (French part),MAF,Latin America & Caribbean,High income,
2009,Morocco,MAR,Middle East & North Africa,Lower middle income,
2009,Monaco,MCO,Europe & Central Asia,High income,
2009,Moldova,MDA,Europe & Central Asia,Upper middle income,3.0
2009,Madagascar,MDG,Sub-Saharan Africa,Low income,2.5
2009,Maldives,MDV,South Asia,Upper middle income,3.0
2009,Mexico,MEX,Latin America & Caribbean,Upper middle income,
2009,Marshall Islands,MHL,East Asia & Pacific,Upper middle income,
2009,North Macedonia,MKD,Europe & Central Asia,Upper middle income,
2009,Mali,MLI,Sub-Saharan Africa,Low income,3.5
2009,Malta,MLT,Middle East & North Africa,High income,
2009,Myanmar,MMR,East Asia & Pacific,Lower middle income,
2009,Montenegro,MNE,Europe & Central Asia,Upper middle income,
2009,Mongolia,MNG,East Asia & Pacific,Lower middle income,3.0
2009,Northern Mariana Islands,MNP,East Asia & Pacific,High income,
2009,Mozambique,MOZ,Sub-Saharan Africa,Low income,3.0
2009,Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2.5
2009,Mauritius,MUS,Sub-Saharan Africa,Upper middle income,
2009,Malawi,MWI,Sub-Saharan Africa,Low income,3.0
2009,Malaysia,MYS,East Asia & Pacific,Upper middle income,
2009,Namibia,NAM,Sub-Saharan Africa,Upper middle income,
2009,New Caledonia,NCL,East Asia & Pacific,High income,
2009,Niger,NER,Sub-Saharan Africa,Low income,2.5
2009,Nigeria,NGA,Sub-Saharan Africa,Lower middle income,3.0
2009,Nicaragua,NIC,Latin America & Caribbean,Lower middle income,3.0
2009,Netherlands,NLD,Europe & Central Asia,High income,
2009,Norway,NOR,Europe & Central Asia,High income,
2009,Nepal,NPL,South Asia,Lower middle income,3.0
2009,Nauru,NRU,East Asia & Pacific,High income,
2009,New Zealand,NZL,East Asia & Pacific,High income,
2009,Oman,OMN,Middle East & North Africa,High income,
2009,Pakistan,PAK,South Asia,Lower middle income,2.5
2009,Panama,PAN,Latin America & Caribbean,Upper middle income,
2009,Peru,PER,Latin America & Caribbean,Upper middle income,
2009,Philippines,PHL,East Asia & Pacific,Lower middle income,
2009,Palau,PLW,East Asia & Pacific,High income,
2009,Papua New Guinea,PNG,East Asia & Pacific,Lower middle income,3.0
2009,Poland,POL,Europe & Central Asia,High income,
2009,Puerto Rico,PRI,Latin America & Caribbean,High income,
2009,"Korea, Dem. People's Rep.",PRK,East Asia & Pacific,Low income,
2009,Portugal,PRT,Europe & Central Asia,High income,
2009,Paraguay,PRY,Latin America & Caribbean,Upper middle income,
2009,West Bank and Gaza,PSE,Middle East & North Africa,Lower middle income,
2009,French Polynesia,PYF,East Asia & Pacific,High income,
2009,Qatar,QAT,Middle East & North Africa,High income,
2009,Romania,ROU,Europe & Central Asia,Upper middle income,
2009,Russian Federation,RUS,Europe & Central Asia,Upper middle income,
2009,Rwanda,RWA,Sub-Saharan Africa,Low income,3.5
2009,Saudi Arabia,SAU,Middle East & North Africa,High income,
2009,Sudan,SDN,Sub-Saharan Africa,Low income,1.5
2009,Senegal,SEN,Sub-Saharan Africa,Lower middle income,3.0
2009,Singapore,SGP,East Asia & Pacific,High income,
2009,Solomon Islands,SLB,East Asia & Pacific,Lower middle income,3.0
2009,Sierra Leone,SLE,Sub-Saharan Africa,Low income,3.0
2009,El Salvador,SLV,Latin America & Caribbean,Lower middle income,
2009,San Marino,SMR,Europe & Central Asia,High income,
2009,Somalia,SOM,Sub-Saharan Africa,Low income,
2009,Serbia,SRB,Europe & Central Asia,Upper middle income,
2009,South Sudan,SSD,Sub-Saharan Africa,Low income,
2009,Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,3.5
2009,Suriname,SUR,Latin America & Caribbean,Upper middle income,
2009,Slovak Republic,SVK,Europe & Central Asia,High income,
2009,Slovenia,SVN,Europe & Central Asia,High income,
2009,Sweden,SWE,Europe & Central Asia,High income,
2009,Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,
2009,Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income,
2009,Seychelles,SYC,Sub-Saharan Africa,High income,
2009,Syrian Arab Republic,SYR,Middle East & North Africa,Low income,
2009,Turks and Caicos Islands,TCA,Latin America & Caribbean,High income,
2009,Chad,TCD,Sub-Saharan Africa,Low income,2.0
2009,Togo,TGO,Sub-Saharan Africa,Low income,2.0
2009,Thailand,THA,East Asia & Pacific,Upper middle income,
2009,Tajikistan,TJK,Europe & Central Asia,Lower middle income,2.0
2009,Turkmenistan,TKM,Europe & Central Asia,Upper middle income,
2009,Timor-Leste,TLS,East Asia & Pacific,Lower middle income,3.0
2009,Tonga,TON,East Asia & Pacific,Upper middle income,3.5
2009,Trinidad and Tobago,TTO,Latin America & Caribbean,High income,
2009,Tunisia,TUN,Middle East & North Africa,Lower middle income,
2009,Turkey,TUR,Europe & Central Asia,Upper middle income,
2009,Tuvalu,TUV,East Asia & Pacific,Upper middle income,
2009,Tanzania,TZA,Sub-Saharan Africa,Lower middle income,3.0
2009,Uganda,UGA,Sub-Saharan Africa,Low income,2.5
2009,Ukraine,UKR,Europe & Central Asia,Lower middle income,
2009,Uruguay,URY,Latin America & Caribbean,High income,
2009,United States,USA,North America,High income,
2009,Uzbekistan,UZB,Europe & Central Asia,Lower middle income,1.5
2009,St. Vincent and the Grenadines,VCT,Latin America & Caribbean,Upper middle income,4.0
2009,"Venezuela, RB",VEN,Latin America & Caribbean,,
2009,British Virgin Islands,VGB,Latin America & Caribbean,High income,
2009,Virgin Islands (U.S.),VIR,Latin America & Caribbean,High income,
2009,Vietnam,VNM,East Asia & Pacific,Lower middle income,3.0
2009,Vanuatu,VUT,East Asia & Pacific,Lower middle income,3.0
2009,Samoa,WSM,East Asia & Pacific,Lower middle income,4.0
2009,Kosovo,XKX,Europe & Central Asia,Upper middle income,3.0
2009,"Yemen, Rep.",YEM,Middle East & North Africa,Low income,3.0
2009,South Africa,ZAF,Sub-Saharan Africa,Upper middle income,
2009,Zambia,ZMB,Sub-Saharan Africa,Lower middle income,3.0
2009,Zimbabwe,ZWE,Sub-Saharan Africa,Lower middle income,1.5
2010,Aruba,ABW,Latin America & Caribbean,High income,
2010,Afghanistan,AFG,South Asia,Low income,2.0
2010,Angola,AGO,Sub-Saharan Africa,Lower middle income,2.5
2010,Albania,ALB,Europe & Central Asia,Upper middle income,
2010,Andorra,AND,Europe & Central Asia,High income,
2010,United Arab Emirates,ARE,Middle East & North Africa,High income,
2010,Argentina,ARG,Latin America & Caribbean,Upper middle income,
2010,Armenia,ARM,Europe & Central Asia,Upper middle income,3.0
2010,American Samoa,ASM,East Asia & Pacific,Upper middle income,
2010,Antigua and Barbuda,ATG,Latin America & Caribbean,High income,
2010,Australia,AUS,East Asia & Pacific,High income,
2010,Austria,AUT,Europe & Central Asia,High income,
2010,Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2.5
2010,Burundi,BDI,Sub-Saharan Africa,Low income,2.0
2010,Belgium,BEL,Europe & Central Asia,High income,
2010,Benin,BEN,Sub-Saharan Africa,Lower middle income,3.5
2010,Burkina Faso,BFA,Sub-Saharan Africa,Low income,3.5
2010,Bangladesh,BGD,South Asia,Lower middle income,3.0
2010,Bulgaria,BGR,Europe & Central Asia,Upper middle income,
2010,Bahrain,BHR,Middle East & North Africa,High income,
2010,"Bahamas, The",BHS,Latin America & Caribbean,High income,
2010,Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,3.0
2010,Belarus,BLR,Europe & Central Asia,Upper middle income,
2010,Belize,BLZ,Latin America & Caribbean,Lower middle income,
2010,Bermuda,BMU,North America,High income,
2010,Bolivia,BOL,Latin America & Caribbean,Lower middle income,3.5
2010,Brazil,BRA,Latin America & Caribbean,Upper middle income,
2010,Barbados,BRB,Latin America & Caribbean,High income,
2010,Brunei Darussalam,BRN,East Asia & Pacific,High income,
2010,Bhutan,BTN,South Asia,Lower middle income,4.5
2010,Botswana,BWA,Sub-Saharan Africa,Upper middle income,
2010,Central African Republic,CAF,Sub-Saharan Africa,Low income,2.5
2010,Canada,CAN,North America,High income,
2010,Switzerland,CHE,Europe & Central Asia,High income,
2010,Channel Islands,CHI,Europe & Central Asia,High income,
2010,Chile,CHL,Latin America & Caribbean,High income,
2010,China,CHN,East Asia & Pacific,Upper middle income,
2010,Cote d'Ivoire,CIV,Sub-Saharan Africa,Lower middle income,2.0
2010,Cameroon,CMR,Sub-Saharan Africa,Lower middle income,2.5
2010,"Congo, Dem. Rep.",COD,Sub-Saharan Africa,Low income,2.0
2010,"Congo, Rep.",COG,Sub-Saharan Africa,Lower middle income,2.5
2010,Colombia,COL,Latin America & Caribbean,Upper middle income,
2010,Comoros,COM,Sub-Saharan Africa,Lower middle income,2.5
2010,Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,4.5
2010,Costa Rica,CRI,Latin America & Caribbean,Upper middle income,
2010,Cuba,CUB,Latin America & Caribbean,Upper middle income,
2010,Curacao,CUW,Latin America & Caribbean,High income,
2010,Cayman Islands,CYM,Latin America & Caribbean,High income,
2010,Cyprus,CYP,Europe & Central Asia,High income,
2010,Czech Republic,CZE,Europe & Central Asia,High income,
2010,Germany,DEU,Europe & Central Asia,High income,
2010,Djibouti,DJI,Middle East & North Africa,Lower middle income,2.5
2010,Dominica,DMA,Latin America & Caribbean,Upper middle income,4.0
2010,Denmark,DNK,Europe & Central Asia,High income,
2010,Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,
2010,Algeria,DZA,Middle East & North Africa,Lower middle income,
2010,Ecuador,ECU,Latin America & Caribbean,Upper middle income,
2010,"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,
2010,Eritrea,ERI,Sub-Saharan Africa,Low income,2.0
2010,Spain,ESP,Europe & Central Asia,High income,
2010,Estonia,EST,Europe & Central Asia,High income,
2010,Ethiopia,ETH,Sub-Saharan Africa,Low income,2.5
2010,Finland,FIN,Europe & Central Asia,High income,
2010,Fiji,FJI,East Asia & Pacific,Upper middle income,
2010,France,FRA,Europe & Central Asia,High income,
2010,Faroe Islands,FRO,Europe & Central Asia,High income,
2010,"Micronesia, Fed. Sts.",FSM,East Asia & Pacific,Lower middle income,
2010,Gabon,GAB,Sub-Saharan Africa,Upper middle income,
2010,United Kingdom,GBR,Europe & Central Asia,High income,
2010,Georgia,GEO,Europe & Central Asia,Upper middle income,3.5
2010,Ghana,GHA,Sub-Saharan Africa,Lower middle income,4.0
2010,Gibraltar,GIB,Europe & Central Asia,High income,
2010,Guinea,GIN,Sub-Saharan Africa,Low income,2.0
2010,"Gambia, The",GMB,Sub-Saharan Africa,Low income,2.0
2010,Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,2.5
2010,Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,
2010,Greece,GRC,Europe & Central Asia,High income,
2010,Grenada,GRD,Latin America & Caribbean,Upper middle income,4.0
2010,Greenland,GRL,Europe & Central Asia,High income,
2010,Guatemala,GTM,Latin America & Caribbean,Upper middle income,
2010,Guam,GUM,East Asia & Pacific,High income,
2010,Guyana,GUY,Latin America & Caribbean,Upper middle income,2.5
2010,"Hong Kong SAR, China",HKG,East Asia & Pacific,High income,
2010,Honduras,HND,Latin America & Caribbean,Lower middle income,3.0
2010,Croatia,HRV,Europe & Central Asia,High income,
2010,Haiti,HTI,Latin America & Caribbean,Lower middle income,2.5
2010,Hungary,HUN,Europe & Central Asia,High income,
2010,Indonesia,IDN,East Asia & Pacific,Lower middle income,
2010,Isle of Man,IMN,Europe & Central Asia,High income,
2010,India,IND,South Asia,Lower middle income,3.5
2010,Ireland,IRL,Europe & Central Asia,High income,
2010,"Iran, Islamic Rep.",IRN,Middle East & North Africa,Lower middle income,
2010,Iraq,IRQ,Middle East & North Africa,Upper middle income,
2010,Iceland,ISL,Europe & Central Asia,High income,
2010,Israel,ISR,Middle East & North Africa,High income,
2010,Italy,ITA,Europe & Central Asia,High income,
2010,Jamaica,JAM,Latin America & Caribbean,Upper middle income,
2010,Jordan,JOR,Middle East & North Africa,Upper middle income,
2010,Japan,JPN,East Asia & Pacific,High income,
2010,Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,
2010,Kenya,KEN,Sub-Saharan Africa,Lower middle income,3.0
2010,Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,2.5
2010,Cambodia,KHM,East Asia & Pacific,Lower middle income,2.0
2010,Kiribati,KIR,East Asia & Pacific,Lower middle income,3.0
2010,St. Kitts and Nevis,KNA,Latin America & Caribbean,High income,
2010,"Korea, Rep.",KOR,East Asia & Pacific,High income,
2010,Kuwait,KWT,Middle East & North Africa,High income,
2010,Lao PDR,LAO,East Asia & Pacific,Lower middle income,2.5
2010,Lebanon,LBN,Middle East & North Africa,Upper middle income,
2010,Liberia,LBR,Sub-Saharan Africa,Low income,3.0
2010,Libya,LBY,Middle East & North Africa,Upper middle income,
2010,St. Lucia,LCA,Latin America & Caribbean,Upper middle income,4.5
2010,Liechtenstein,LIE,Europe & Central Asia,High income,
2010,Sri Lanka,LKA,South Asia,Lower middle income,3.0
2010,Lesotho,LSO,Sub-Saharan Africa,Lower middle income,3.5
2010,Lithuania,LTU,Europe & Central Asia,High income,
2010,Luxembourg,LUX,Europe & Central Asia,High income,
2010,Latvia,LVA,Europe & Central Asia,High income,
2010,"Macao SAR, China",MAC,East Asia & Pacific,High income,
2010,St. Martin (French part),MAF,Latin America & Caribbean,High income,
2010,Morocco,MAR,Middle East & North Africa,Lower middle income,
2010,Monaco,MCO,Europe & Central Asia,High income,
2010,Moldova,MDA,Europe & Central Asia,Upper middle income,3.0
2010,Madagascar,MDG,Sub-Saharan Africa,Low income,2.5
2010,Maldives,MDV,South Asia,Upper middle income,3.0
2010,Mexico,MEX,Latin America & Caribbean,Upper middle income,
2010,Marshall Islands,MHL,East Asia & Pacific,Upper middle income,
2010,North Macedonia,MKD,Europe & Central Asia,Upper middle income,
2010,Mali,MLI,Sub-Saharan Africa,Low income,3.5
2010,Malta,MLT,Middle East & North Africa,High income,
2010,Myanmar,MMR,East Asia & Pacific,Lower middle income,
2010,Montenegro,MNE,Europe & Central Asia,Upper middle income,
2010,Mongolia,MNG,East Asia & Pacific,Lower middle income,3.0
2010,Northern Mariana Islands,MNP,East Asia & Pacific,High income,
2010,Mozambique,MOZ,Sub-Saharan Africa,Low income,3.0
2010,Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2.5
2010,Mauritius,MUS,Sub-Saharan Africa,Upper middle income,
2010,Malawi,MWI,Sub-Saharan Africa,Low income,3.0
2010,Malaysia,MYS,East Asia & Pacific,Upper middle income,
2010,Namibia,NAM,Sub-Saharan Africa,Upper middle income,
2010,New Caledonia,NCL,East Asia & Pacific,High income,
2010,Niger,NER,Sub-Saharan Africa,Low income,3.0
2010,Nigeria,NGA,Sub-Saharan Africa,Lower middle income,3.0
2010,Nicaragua,NIC,Latin America & Caribbean,Lower middle income,2.5
2010,Netherlands,NLD,Europe & Central Asia,High income,
2010,Norway,NOR,Europe & Central Asia,High income,
2010,Nepal,NPL,South Asia,Lower middle income,2.5
2010,Nauru,NRU,East Asia & Pacific,High income,
2010,New Zealand,NZL,East Asia & Pacific,High income,
2010,Oman,OMN,Middle East & North Africa,High income,
2010,Pakistan,PAK,South Asia,Lower middle income,2.5
2010,Panama,PAN,Latin America & Caribbean,Upper middle income,
2010,Peru,PER,Latin America & Caribbean,Upper middle income,
2010,Philippines,PHL,East Asia & Pacific,Lower middle income,
2010,Palau,PLW,East Asia & Pacific,High income,
2010,Papua New Guinea,PNG,East Asia & Pacific,Lower middle income,3.0
2010,Poland,POL,Europe & Central Asia,High income,
2010,Puerto Rico,PRI,Latin America & Caribbean,High income,
2010,"Korea, Dem. People's Rep.",PRK,East Asia & Pacific,Low income,
2010,Portugal,PRT,Europe & Central Asia,High income,
2010,Paraguay,PRY,Latin America & Caribbean,Upper middle income,
2010,West Bank and Gaza,PSE,Middle East & North Africa,Lower middle income,
2010,French Polynesia,PYF,East Asia & Pacific,High income,
2010,Qatar,QAT,Middle East & North Africa,High income,
2010,Romania,ROU,Europe & Central Asia,Upper middle income,
2010,Russian Federation,RUS,Europe & Central Asia,Upper middle income,
2010,Rwanda,RWA,Sub-Saharan Africa,Low income,3.5
2010,Saudi Arabia,SAU,Middle East & North Africa,High income,
2010,Sudan,SDN,Sub-Saharan Africa,Low income,1.5
2010,Senegal,SEN,Sub-Saharan Africa,Lower middle income,3.0
2010,Singapore,SGP,East Asia & Pacific,High income,
2010,Solomon Islands,SLB,East Asia & Pacific,Lower middle income,3.0
2010,Sierra Leone,SLE,Sub-Saharan Africa,Low income,3.0
2010,El Salvador,SLV,Latin America & Caribbean,Lower middle income,
2010,San Marino,SMR,Europe & Central Asia,High income,
2010,Somalia,SOM,Sub-Saharan Africa,Low income,
2010,Serbia,SRB,Europe & Central Asia,Upper middle income,
2010,South Sudan,SSD,Sub-Saharan Africa,Low income,
2010,Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,3.5
2010,Suriname,SUR,Latin America & Caribbean,Upper middle income,
2010,Slovak Republic,SVK,Europe & Central Asia,High income,
2010,Slovenia,SVN,Europe & Central Asia,High income,
2010,Sweden,SWE,Europe & Central Asia,High income,
2010,Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,
2010,Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income,
2010,Seychelles,SYC,Sub-Saharan Africa,High income,
2010,Syrian Arab Republic,SYR,Middle East & North Africa,Low income,
2010,Turks and Caicos Islands,TCA,Latin America & Caribbean,High income,
2010,Chad,TCD,Sub-Saharan Africa,Low income,2.0
2010,Togo,TGO,Sub-Saharan Africa,Low income,2.5
2010,Thailand,THA,East Asia & Pacific,Upper middle income,
2010,Tajikistan,TJK,Europe & Central Asia,Lower middle income,2.0
2010,Turkmenistan,TKM,Europe & Central Asia,Upper middle income,
2010,Timor-Leste,TLS,East Asia & Pacific,Lower middle income,3.0
2010,Tonga,TON,East Asia & Pacific,Upper middle income,3.5
2010,Trinidad and Tobago,TTO,Latin America & Caribbean,High income,
2010,Tunisia,TUN,Middle East & North Africa,Lower middle income,
2010,Turkey,TUR,Europe & Central Asia,Upper middle income,
2010,Tuvalu,TUV,East Asia & Pacific,Upper middle income,
2010,Tanzania,TZA,Sub-Saharan Africa,Lower middle income,2.5
2010,Uganda,UGA,Sub-Saharan Africa,Low income,2.5
2010,Ukraine,UKR,Europe & Central Asia,Lower middle income,
2010,Uruguay,URY,Latin America & Caribbean,High income,
2010,United States,USA,North America,High income,
2010,Uzbekistan,UZB,Europe & Central Asia,Lower middle income,1.5
2010,St. Vincent and the Grenadines,VCT,Latin America & Caribbean,Upper middle income,4.0
2010,"Venezuela, RB",VEN,Latin America & Caribbean,,
2010,British Virgin Islands,VGB,Latin America & Caribbean,High income,
2010,Virgin Islands (U.S.),VIR,Latin America & Caribbean,High income,
2010,Vietnam,VNM,East Asia & Pacific,Lower middle income,3.0
2010,Vanuatu,VUT,East Asia & Pacific,Lower middle income,3.0
2010,Samoa,WSM,East Asia & Pacific,Lower middle income,4.0
2010,Kosovo,XKX,Europe & Central Asia,Upper middle income,3.0
2010,"Yemen, Rep.",YEM,Middle East & North Africa,Low income,2.5
2010,South Africa,ZAF,Sub-Saharan Africa,Upper middle income,
2010,Zambia,ZMB,Sub-Saharan Africa,Lower middle income,2.5
2010,Zimbabwe,ZWE,Sub-Saharan Africa,Lower middle income,1.5
2011,Aruba,ABW,Latin America & Caribbean,High income,
2011,Afghanistan,AFG,South Asia,Low income,2.0
2011,Angola,AGO,Sub-Saharan Africa,Lower middle income,2.5
2011,Albania,ALB,Europe & Central Asia,Upper middle income,
2011,Andorra,AND,Europe & Central Asia,High income,
2011,United Arab Emirates,ARE,Middle East & North Africa,High income,
2011,Argentina,ARG,Latin America & Caribbean,Upper middle income,
2011,Armenia,ARM,Europe & Central Asia,Upper middle income,3.0
2011,American Samoa,ASM,East Asia & Pacific,Upper middle income,
2011,Antigua and Barbuda,ATG,Latin America & Caribbean,High income,
2011,Australia,AUS,East Asia & Pacific,High income,
2011,Austria,AUT,Europe & Central Asia,High income,
2011,Azerbaijan,AZE,Europe & Central Asia,Upper middle income,
2011,Burundi,BDI,Sub-Saharan Africa,Low income,2.0
2011,Belgium,BEL,Europe & Central Asia,High income,
2011,Benin,BEN,Sub-Saharan Africa,Lower middle income,3.5
2011,Burkina Faso,BFA,Sub-Saharan Africa,Low income,3.5
2011,Bangladesh,BGD,South Asia,Lower middle income,2.5
2011,Bulgaria,BGR,Europe & Central Asia,Upper middle income,
2011,Bahrain,BHR,Middle East & North Africa,High income,
2011,"Bahamas, The",BHS,Latin America & Caribbean,High income,
2011,Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,3.0
2011,Belarus,BLR,Europe & Central Asia,Upper middle income,
2011,Belize,BLZ,Latin America & Caribbean,Lower middle income,
2011,Bermuda,BMU,North America,High income,
2011,Bolivia,BOL,Latin America & Caribbean,Lower middle income,3.5
2011,Brazil,BRA,Latin America & Caribbean,Upper middle income,
